"relative_path","classification","v2_sha256","v1_sha256"
"skills\useful-skills\skills\onboarding.md","SAME","6ECAE5DD0719C1C10D5EF72C6E46AD87E93F1FAFDE3FB9AE3F803D1CAD7D8B9B","6ECAE5DD0719C1C10D5EF72C6E46AD87E93F1FAFDE3FB9AE3F803D1CAD7D8B9B"
"skills\useful-skills\swift-linux.md","SAME","4CEBF47F4DD51EACF9656770E7CDE9E65D20AAE41082F350A2580CDF0941F078","4CEBF47F4DD51EACF9656770E7CDE9E65D20AAE41082F350A2580CDF0941F078"
"contract-kit-v17\tests\unit\test_proof_module.py","SAME","A3C42FFFDF69B8BD94E32AA938FF22471E168060D97F59E421DA40A6FB281111","A3C42FFFDF69B8BD94E32AA938FF22471E168060D97F59E421DA40A6FB281111"
"contract-kit-v17\tests\hub\test_hub_health.py","SAME","50D87F82390179C949EE6C8E8256C1387C45FD3ADA927325C29AFB1F625A995D","50D87F82390179C949EE6C8E8256C1387C45FD3ADA927325C29AFB1F625A995D"
"skills\useful-skills\code-review.md","SAME","332928D744292883BBA2DF260ADC58F642DFEE7576D50931A0DAE3C47AF061AD","332928D744292883BBA2DF260ADC58F642DFEE7576D50931A0DAE3C47AF061AD"
"contract-kit-v17\src\proof\performance.py","SAME","9EF6E68F0B240EB85C80827927372D060495AFCAA3D8F9CA80BD45D08C712241","9EF6E68F0B240EB85C80827927372D060495AFCAA3D8F9CA80BD45D08C712241"
"contract-kit-v17\docs\diagrams\05_kom_session.svg","SAME","F440AA329EA26031EC0DD914002009E3DC6B4FF113E52DFD7B1238E440C77622","F440AA329EA26031EC0DD914002009E3DC6B4FF113E52DFD7B1238E440C77622"
"contract-kit-v17\src\blockchain_audit\audit_agent.py","SAME","E7B09E2426EEBD473AB2A66A37EA10349CF6F0097A0F8816C55C60BD6D293429","E7B09E2426EEBD473AB2A66A37EA10349CF6F0097A0F8816C55C60BD6D293429"
"skills\useful-skills\count_actual_skills.py","SAME","7530FD8053D8450357F935B4CB42A85EE399E40E34C1D369FD6871199D554DE4","7530FD8053D8450357F935B4CB42A85EE399E40E34C1D369FD6871199D554DE4"
"skills\useful-skills\finalize_skills.py","SAME","6BAA9312849E3E7EA23CE0974F18BD387DB451274CB780336FAB687F06FB7F13","6BAA9312849E3E7EA23CE0974F18BD387DB451274CB780336FAB687F06FB7F13"
"skills\useful-skills\install_github_skills.py","SAME","DC6D21FC6549B14F9949631C35AAE704F836ED1DAD3F2AFEB9CAC4640D6E754E","DC6D21FC6549B14F9949631C35AAE704F836ED1DAD3F2AFEB9CAC4640D6E754E"
"skills\useful-skills\index.d.ts","SAME","AE49C650056E2C3C87E0BA36A2E04EAC0E155EA5FD1344021624E91CF222DFEC","AE49C650056E2C3C87E0BA36A2E04EAC0E155EA5FD1344021624E91CF222DFEC"
"skills\useful-skills\082_add_setting_up_skills_enum_value.py","SAME","FBD5AA6CCAABC1F3D1281612FE4923742E79449C8659085D16DAF451EE2484A6","FBD5AA6CCAABC1F3D1281612FE4923742E79449C8659085D16DAF451EE2484A6"
"skills\useful-skills\skills\roo-translation\SKILL.md","SAME","572905C8C70F26FF4AED5354FF9468127DBED96E91E4BBE3776D831FE7A817F1","572905C8C70F26FF4AED5354FF9468127DBED96E91E4BBE3776D831FE7A817F1"
"skills\useful-skills\skills-tab-with-items-chromium-linux.png","SAME","F9372C6AE8D04210A356F235BD82EE7FC40E4750DED33591F9F49282FA4FFF91","F9372C6AE8D04210A356F235BD82EE7FC40E4750DED33591F9F49282FA4FFF91"
"contract-kit-v17\tests\unit\test_zeroclaw_adapters.py","SAME","C15493DD12D1C5891153FEF5826BC3BF126223EEC001DEA6EB98382BEC9565E4","C15493DD12D1C5891153FEF5826BC3BF126223EEC001DEA6EB98382BEC9565E4"
"contract-kit-v17\src\hermes\orchestrator.py","SAME","E61EC1A5988FA964EB78A06AF26CD1D5E69479C40CB705DBEE281737630345E3","E61EC1A5988FA964EB78A06AF26CD1D5E69479C40CB705DBEE281737630345E3"
"contract-kit-v17\.github\workflows\ci.yml","SAME","DD4AE85D7F783BC0096D8250F47B5A908E0E362945BE49130E916EDE2E1EB268","DD4AE85D7F783BC0096D8250F47B5A908E0E362945BE49130E916EDE2E1EB268"
"skills\useful-skills\skills\agent-builder.md","SAME","438AC7EC80B01198711D921E8A837CA5D96AC0833F8A860829AF234B8027C4CD","438AC7EC80B01198711D921E8A837CA5D96AC0833F8A860829AF234B8027C4CD"
"contract-kit-v17\src\webui\hub\routers\warroom.py","SAME","4DB77ABBD5E9A4EE79FFCCAB3052A08B26160DAB0A0E9AA1566EE83B72B68020","4DB77ABBD5E9A4EE79FFCCAB3052A08B26160DAB0A0E9AA1566EE83B72B68020"
"skills\useful-skills\skills\index.js","SAME","EFA643A23446DA1842420D1756CEBC81C30227FB6D3111122A95B8545C7F3A8F","EFA643A23446DA1842420D1756CEBC81C30227FB6D3111122A95B8545C7F3A8F"
"skills\useful-skills\agents-sdk\references\callable.md","SAME","FA95681443E429DE3BD02861464F03E1D05C3DB9C1F95AABB5A9A65D67684A9F","FA95681443E429DE3BD02861464F03E1D05C3DB9C1F95AABB5A9A65D67684A9F"
"skills\useful-skills\update_pr_description.md","SAME","B4000904BFC4C28B63BC243878FEDDBDF36205A5A1E8F660E0562E0AF16A881A","B4000904BFC4C28B63BC243878FEDDBDF36205A5A1E8F660E0562E0AF16A881A"
"skills\useful-skills\skills\bitbucket_data_center.md","SAME","DCF75C4F7006E1328DFD6B9CD86B097C65BDD50864C503E10B51B4788A65D31D","DCF75C4F7006E1328DFD6B9CD86B097C65BDD50864C503E10B51B4788A65D31D"
"skills\useful-skills\skills.ts","SAME","82D4DA01B01266A9CE94138C1DA3697BB669E9060F37ECE54EE8FD2487F77FA6","82D4DA01B01266A9CE94138C1DA3697BB669E9060F37ECE54EE8FD2487F77FA6"
"skills\useful-skills\flarglebargle.md","SAME","9693B15C7CDA7873460A8BF8F64EB15101F66166F37BC1625EDD759C3C9AF819","9693B15C7CDA7873460A8BF8F64EB15101F66166F37BC1625EDD759C3C9AF819"
"skills\useful-skills\agent_skills.py","SAME","F499A0A4ECDE8535641C232530A1210134A165BCEAAD5CFA1B5407535A1544AE","F499A0A4ECDE8535641C232530A1210134A165BCEAAD5CFA1B5407535A1544AE"
"skills\useful-skills\skills\SkillsManager.ts","SAME","5B2A7053AF91DCC65573229C8BCDDFDC5F8CFEACAD68E9337E4C7A89A96E2E1C","5B2A7053AF91DCC65573229C8BCDDFDC5F8CFEACAD68E9337E4C7A89A96E2E1C"
"contract-kit-v17\KILOCODE_CONTRACT.md","SAME","E6C7A030363C428DBC1260AF90FA497B3E621016AB5C3E2D23CA4CA0B26985C7","E6C7A030363C428DBC1260AF90FA497B3E621016AB5C3E2D23CA4CA0B26985C7"
"skills\useful-skills\agent_skills\repo_ops\__init__.py","SAME","BF682CFC298D4D1AB91290F0943204C3E417A222BB8B733205A288EDC8935C1E","BF682CFC298D4D1AB91290F0943204C3E417A222BB8B733205A288EDC8935C1E"
"skills\useful-skills\index.json","SAME","4BA4A74E56DA3E31F32FA1B0798C8902E009F2B59A55C2DD2B97F9F0A17A6415","4BA4A74E56DA3E31F32FA1B0798C8902E009F2B59A55C2DD2B97F9F0A17A6415"
"skills\useful-skills\prism-sqf.js","SAME","49B91C9D66F1523D5CE54CA6CC2F490326698B93AAFA927BC18B5D301EF942A8","49B91C9D66F1523D5CE54CA6CC2F490326698B93AAFA927BC18B5D301EF942A8"
"contract-kit-v17\src\webui\hub\routers\agents_bridge.py","SAME","0C6B3A42AD4E14C7B1B5613DAC0C25D4F79481F2C77C4371AF02403C90E108D8","0C6B3A42AD4E14C7B1B5613DAC0C25D4F79481F2C77C4371AF02403C90E108D8"
"agentic-truth\HUB_STATUS_EVENT_SCHEMA.json","SAME","6E9C7BF403E52C5ABD07CA58CFBC3D4AABB8D85511AC8C240F728EC3835C627C","6E9C7BF403E52C5ABD07CA58CFBC3D4AABB8D85511AC8C240F728EC3835C627C"
"skills\useful-skills\agent_skills\file_ops\file_ops.py","SAME","F3940A1064AE720355F5AEF0C14F8125CD52F612D0DC9D66256EC830FC45579A","F3940A1064AE720355F5AEF0C14F8125CD52F612D0DC9D66256EC830FC45579A"
"skills\useful-skills\kubernetes.md","SAME","41290FDBF4731CB1AE7284265B5AAA1EBFC3B183BDEFF907EC508D30E82FE202","41290FDBF4731CB1AE7284265B5AAA1EBFC3B183BDEFF907EC508D30E82FE202"
"contract-kit-v17\src\runtime\settings_entrypoint.py","SAME","E0064D802D53CB5D076563D07A42627D40819EE230A8E72DC207D7C4999070FB","E0064D802D53CB5D076563D07A42627D40819EE230A8E72DC207D7C4999070FB"
"skills\useful-skills\skills\versions.ts","SAME","B4AA679FB00E46E38BF091C5BE3F6063577F61DFADAAF1916EA5A7311E46BB73","B4AA679FB00E46E38BF091C5BE3F6063577F61DFADAAF1916EA5A7311E46BB73"
"skills\useful-skills\panels.js","SAME","585A5B57DA7FD01530F83CD8E5349CF829F28BAAF5AA9047EA8B45F0DA31007B","585A5B57DA7FD01530F83CD8E5349CF829F28BAAF5AA9047EA8B45F0DA31007B"
"contract-kit-v17\src\webui\browser-errors.txt","SAME","8244BBA88BE0B62A7E4395F5AD8839EE394E16C040DCD709E31A5BDD12A704A7","8244BBA88BE0B62A7E4395F5AD8839EE394E16C040DCD709E31A5BDD12A704A7"
"skills\useful-skills\file_ops\__init__.py","SAME","18442F34B4B02A1617CD4C216F83F181A6C590F2B5AEE317EC312C78C46B4789","18442F34B4B02A1617CD4C216F83F181A6C590F2B5AEE317EC312C78C46B4789"
"contract-kit-v17\scripts\run_local_hub.ps1","SAME","93D7907FCCE8BD38E63D3D0161BC145CE3B5711D4BBD055B00E7660239EB9BFB","93D7907FCCE8BD38E63D3D0161BC145CE3B5711D4BBD055B00E7660239EB9BFB"
"skills\useful-skills\brain_skills.py","SAME","C0BDF6C1573D4FC9F89238E79F71D3C02AE03B715E7C709997126CDC2A35A569","C0BDF6C1573D4FC9F89238E79F71D3C02AE03B715E7C709997126CDC2A35A569"
"skills\useful-skills\skills\roo-conflict-resolution\SKILL.md","SAME","8A863FE9DCCD22250019D921C987C9DF3C82D19C38DFE62BFB35211B954EC6B2","8A863FE9DCCD22250019D921C987C9DF3C82D19C38DFE62BFB35211B954EC6B2"
"skills\useful-skills\versions.js","SAME","8B6883116AFEEA3F13D40CD82A369E9D75BFB274FA098358F831B20146D1AD66","8B6883116AFEEA3F13D40CD82A369E9D75BFB274FA098358F831B20146D1AD66"
"skills\useful-skills\versions\content.d.ts","SAME","03A8D5E01C880270EB7CD89B8F3BC465E7CA5FBCCCE7EE093C300900B500C45E","03A8D5E01C880270EB7CD89B8F3BC465E7CA5FBCCCE7EE093C300900B500C45E"
"skills\useful-skills\docker.md","SAME","96470C69C3CCE4BD0EF1FFC5216912D48A09531EAE268D0B53D03841AA236D12","96470C69C3CCE4BD0EF1FFC5216912D48A09531EAE268D0B53D03841AA236D12"
"contract-kit-v17\extract_vps_configs.py","SAME","5D168684A0DDB3F93554323501FF5B662B21CA853A1C2ACCAE6B69332F3E6137","5D168684A0DDB3F93554323501FF5B662B21CA853A1C2ACCAE6B69332F3E6137"
"contract-kit-v17\tests\__init__.py","SAME","B1791AC3031A04DE9F218EFF7D0432D3C3BB04E18016E77A5A4AC40E017D5241","B1791AC3031A04DE9F218EFF7D0432D3C3BB04E18016E77A5A4AC40E017D5241"
"skills\useful-skills\onboarding.md","SAME","6ECAE5DD0719C1C10D5EF72C6E46AD87E93F1FAFDE3FB9AE3F803D1CAD7D8B9B","6ECAE5DD0719C1C10D5EF72C6E46AD87E93F1FAFDE3FB9AE3F803D1CAD7D8B9B"
"agentic-truth\vsix-diff-truth.ps1","SAME","622989E4B50D23069EF209DCA64AE1936103D0864C3B81D620FF3CAABDFB87B3","622989E4B50D23069EF209DCA64AE1936103D0864C3B81D620FF3CAABDFB87B3"
"contract-kit-v17\tests\e2e\test_settings_live.py","SAME","B032630004FAB0C9A07C3E968675EB60C5071D3B2C34D43BAD30479D74D9E97C","B032630004FAB0C9A07C3E968675EB60C5071D3B2C34D43BAD30479D74D9E97C"
"skills\useful-skills\add_agent.md","SAME","9C3BD0933869FEC91052635D3503EA1E72AD814AB1A7DD68D2646716807AA237","9C3BD0933869FEC91052635D3503EA1E72AD814AB1A7DD68D2646716807AA237"
"skills\useful-skills\skills\security.md","SAME","9549B49D4BD4FA461DADA6A21C3A5CB9588B45E9EE982AE817516DA665437369","9549B49D4BD4FA461DADA6A21C3A5CB9588B45E9EE982AE817516DA665437369"
"skills\useful-skills\skills\docs-style\SKILL.md","SAME","130F0EFBE0B23968E79DD1965B58DF38676FB52E66B416FDCA5CDDA6F3DC9A34","130F0EFBE0B23968E79DD1965B58DF38676FB52E66B416FDCA5CDDA6F3DC9A34"
"contract-kit-v17\src\webui\hub\mcp_server.py","SAME","44DA97529A179660DFF8595E5E55E3FC56E9D3CAC4A98DCF1282A353447A6A96","44DA97529A179660DFF8595E5E55E3FC56E9D3CAC4A98DCF1282A353447A6A96"
"skills\useful-skills\prism-uorazor.js","SAME","69A4E17D078B4E095FF130A0E2DCD842F95C6969F48C9459B2A3EBED3194679F","69A4E17D078B4E095FF130A0E2DCD842F95C6969F48C9459B2A3EBED3194679F"
"skills\useful-skills\skill-ready-content-list.tsx","SAME","7683710268EF8EE6340E79C93AB0DF848B73994C8D4CA482D7385A3E92087DE2","7683710268EF8EE6340E79C93AB0DF848B73994C8D4CA482D7385A3E92087DE2"
"skills\useful-skills\skill-ready-content-list.test.tsx","SAME","8451ED58011BA16E6914E61D4AEC6083FB47EA2B71F0C1158EC299873D38559B","8451ED58011BA16E6914E61D4AEC6083FB47EA2B71F0C1158EC299873D38559B"
"contract-kit-v17\docs\kilocode-settings-images\Screenshot_1823.png","SAME","12AEF645A3668AA08AD81913E9B9F7B72916721B9E98ACB798B33579DDAAE0FD","12AEF645A3668AA08AD81913E9B9F7B72916721B9E98ACB798B33579DDAAE0FD"
"skills\useful-skills\skills\code-review.md","SAME","332928D744292883BBA2DF260ADC58F642DFEE7576D50931A0DAE3C47AF061AD","332928D744292883BBA2DF260ADC58F642DFEE7576D50931A0DAE3C47AF061AD"
"contract-kit-v17\src\webui\hub\routers\__init__.py","SAME","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"skills\useful-skills\soul.txt","SAME","8823D6034EF4F9F775F25603A2E94221239AE79B81AA941D0DEEFF843DF0066D","8823D6034EF4F9F775F25603A2E94221239AE79B81AA941D0DEEFF843DF0066D"
"contract-kit-v17\src\webui\KILOCODE_AGENTS_SETUP.md","SAME","AC3042CF1D2DD8440F4AEBED1704A1307585ACF15B018A2AE34D9D5AC813EA38","AC3042CF1D2DD8440F4AEBED1704A1307585ACF15B018A2AE34D9D5AC813EA38"
"contract-kit-v17\src\webui\__init__.py","SAME","AE30317810940E8CDD0B9C9CD25AD0D6CA60562209F12D03F32468F510C1435E","AE30317810940E8CDD0B9C9CD25AD0D6CA60562209F12D03F32468F510C1435E"
"install\install_windows_local.ps1","SAME","F20723EE0E62CD6A7AA8A6EB6CA2E02C52C86BAE76333FA67F2E94F0B8972111","F20723EE0E62CD6A7AA8A6EB6CA2E02C52C86BAE76333FA67F2E94F0B8972111"
"skills\useful-skills\skills\versions\index.mjs","SAME","F878326C667BA636104B38F4E3C3A603B648CB9F5E107AE61602859217E75BF9","F878326C667BA636104B38F4E3C3A603B648CB9F5E107AE61602859217E75BF9"
"skills\useful-skills\skills\agent_memory.md","SAME","E11970DEB4BAA137B0AD360BE56F83E1E4EA0E4EBF64CF0693DFC57BF8B9D8CB","E11970DEB4BAA137B0AD360BE56F83E1E4EA0E4EBF64CF0693DFC57BF8B9D8CB"
"skills\useful-skills\prism-uorazor.min.js","SAME","780981DB798E5336094B0A2589CFFCA769BBFD96A48D06CA5D4F8862A088191F","780981DB798E5336094B0A2589CFFCA769BBFD96A48D06CA5D4F8862A088191F"
"skills\useful-skills\skills.spec.ts","SAME","2A04E0339B0EB32D15C7416C91C7A76B562B63AD999C34A6EE5DDC2C9FDC6DD6","2A04E0339B0EB32D15C7416C91C7A76B562B63AD999C34A6EE5DDC2C9FDC6DD6"
"contract-kit-v17\KILOCODE_KICKOFF.md","SAME","9AB168504A4AEF77771F05D0D8B2D125F6230018F2FC03696C22098167DC8636","9AB168504A4AEF77771F05D0D8B2D125F6230018F2FC03696C22098167DC8636"
"contract-kit-v17\src\webui\panels\overview.js","SAME","929313526DBA1646F10B5407B83C08B1FA5A111980EFB3E4A0EE885038D3BCEE","929313526DBA1646F10B5407B83C08B1FA5A111980EFB3E4A0EE885038D3BCEE"
"contract-kit-v17\KILOCODE_20_AGENT_PLAN.md","SAME","45E42312DF6BB90D951696F86E699D3147D4D1B5C61301F982021BB016A084B1","45E42312DF6BB90D951696F86E699D3147D4D1B5C61301F982021BB016A084B1"
"skills\useful-skills\skills\index.ts","SAME","572E6B6521FB5F8DBB25B4CE56FC077546C520113FA6DBA400135EE51D9AB8F1","572E6B6521FB5F8DBB25B4CE56FC077546C520113FA6DBA400135EE51D9AB8F1"
"contract-kit-v17\src\integration\identity.py","SAME","D9D68E7E0428D0756048E06BFFB8619DAE7F1A22BEE2FA7E9FF359E1BA677A1B","D9D68E7E0428D0756048E06BFFB8619DAE7F1A22BEE2FA7E9FF359E1BA677A1B"
"skills\useful-skills\skills\content.mjs","SAME","86D16E1296317A0B30244709839124378FA35EDA537959FF7FB4AB1C673680C8","86D16E1296317A0B30244709839124378FA35EDA537959FF7FB4AB1C673680C8"
"skills\useful-skills\ssh.md","SAME","2542FBCFEB83699323E115018DB3A03EBC37016F9359A8A7DBE3C57AC647C29F","2542FBCFEB83699323E115018DB3A03EBC37016F9359A8A7DBE3C57AC647C29F"
"skills\useful-skills\skills\upcoming-release\SKILL.md","SAME","5B0FEE629F2E84B4EFBD8B486BAB6425C4C39273E24FF510780F1AEF4FC6AF52","5B0FEE629F2E84B4EFBD8B486BAB6425C4C39273E24FF510780F1AEF4FC6AF52"
"skills\useful-skills\skills\versions\index.ts","SAME","9BDCC3BD7F70109BEC64FC790122E6265E5C3C2E8ABFCA7491402A1C5517CD7E","9BDCC3BD7F70109BEC64FC790122E6265E5C3C2E8ABFCA7491402A1C5517CD7E"
"contract-kit-v17\tests\hub\test_kilocode_router.py","SAME","07980E6197CFA64D37393FB073CC7EA84DE09AAFBBFA3EEBB2958CAD5CECE2EB","07980E6197CFA64D37393FB073CC7EA84DE09AAFBBFA3EEBB2958CAD5CECE2EB"
"contract-kit-v17\tests\e2e\test_hermes.py","SAME","5794DB90F6B9A50E7A96373EE4005AF21D3123BF677B5F3B55907A3B86DF2AC4","5794DB90F6B9A50E7A96373EE4005AF21D3123BF677B5F3B55907A3B86DF2AC4"
"skills\useful-skills\agent_skills\__init__.py","SAME","FCAD5C41DCF48303D4ED1FCF6F7606784A7EB019F7269EDCEA3A10D99A46FC8B","FCAD5C41DCF48303D4ED1FCF6F7606784A7EB019F7269EDCEA3A10D99A46FC8B"
"audits\skill_pack_audit.py","SAME","BCB6F10A646BEE848C80E2846F2BD849237EE8BD5B2D1E29372D0914A7EC7756","BCB6F10A646BEE848C80E2846F2BD849237EE8BD5B2D1E29372D0914A7EC7756"
"skills\useful-skills\skills\content.d.ts","SAME","A6D421AE046FD3BE2C613A75443FE6DFEF2117241AB37A18F57494BC1F77DB41","A6D421AE046FD3BE2C613A75443FE6DFEF2117241AB37A18F57494BC1F77DB41"
"contract-kit-v17\package-lock.json","SAME","94510141C075EAC84B17BBE48B333423F81F8B45279EA4109D5CA20CAD62EE8E","94510141C075EAC84B17BBE48B333423F81F8B45279EA4109D5CA20CAD62EE8E"
"contract-kit-v17\src\integration\__init__.py","SAME","6BCC5DD8F731842F2225A7458C1F41568D09FCE8677575E73492F73495FE2A8B","6BCC5DD8F731842F2225A7458C1F41568D09FCE8677575E73492F73495FE2A8B"
"skills\useful-skills\skills\update-sdk\references\sdk-pinning-examples.md","SAME","AA965E44A158DC790B9613BB127EC87B0A4435842AFF917C29F4D60F91DBD6FA","AA965E44A158DC790B9613BB127EC87B0A4435842AFF917C29F4D60F91DBD6FA"
"skills\useful-skills\test_skill_loader.py","SAME","8F5B324FFA50185B13853F307E9ACB153A5A1ED1197C2421F7819DCB8F5AD96B","8F5B324FFA50185B13853F307E9ACB153A5A1ED1197C2421F7819DCB8F5AD96B"
"skills\useful-skills\write_skills_p2.py","SAME","9F28D08F0232E636AD922B44FA40E11EACB6C36ACE5DDBF76BAD7B1E76E097B5","9F28D08F0232E636AD922B44FA40E11EACB6C36ACE5DDBF76BAD7B1E76E097B5"
"contract-kit-v17\KILOCODE_SYSTEM_INDEX.md","SAME","695B677478490490C583C9808E7F6C3A34DE9D5BE1F78ED758E64A7D2D798ACB","695B677478490490C583C9808E7F6C3A34DE9D5BE1F78ED758E64A7D2D798ACB"
"skills\useful-skills\skills\update_test.md","SAME","9E5C6FEFD57D0BFE3E696820035E77A7B1AD2EE7677E6D76B341E76A14421C1F","9E5C6FEFD57D0BFE3E696820035E77A7B1AD2EE7677E6D76B341E76A14421C1F"
"skills\useful-skills\skill-triggers.tsx","SAME","BD0B1B1AF2D2155E8A81FA5B1A52F3FFFB07C964C678CBE06A7F8E1B3BC00286","BD0B1B1AF2D2155E8A81FA5B1A52F3FFFB07C964C678CBE06A7F8E1B3BC00286"
"contract-kit-v17\.github\workflows\e2e.yml","SAME","9AE4A451F8BD50E9538DAF1DAEE7E2E7EF20F5EA82A86281245B5294F713E991","9AE4A451F8BD50E9538DAF1DAEE7E2E7EF20F5EA82A86281245B5294F713E991"
"skills\useful-skills\agent_skills\file_editor\__init__.py","SAME","B0ADFD191BAC17C91DC0C54B247914884877F1D94C9189490678C6E06044B9BB","B0ADFD191BAC17C91DC0C54B247914884877F1D94C9189490678C6E06044B9BB"
"skills\useful-skills\skills\README.md","SAME","590CD3810BF512E3507490C9FCCD6A425B4A0FA75947D307AB71141111500B30","590CD3810BF512E3507490C9FCCD6A425B4A0FA75947D307AB71141111500B30"
"skills\useful-skills\SkillsManager.spec.ts","SAME","E5F5DE2E1E46D34A0263BF79CCA540B7D706C389F46444FA4667C39F6038D605","E5F5DE2E1E46D34A0263BF79CCA540B7D706C389F46444FA4667C39F6038D605"
"contract-kit-v17\FINAL_VERIFICATION_REPORT.md","SAME","CB44157A94E9B27311D63DB2DA9303792435B91BE73B204D9D06D41563EE5AFF","CB44157A94E9B27311D63DB2DA9303792435B91BE73B204D9D06D41563EE5AFF"
"contract-kit-v17\src\webui\hub\routers\discord.py","SAME","197287B75FAD06CB7A5C0E1BF7AEF003D580A129E418220E305DE4C494B46247","197287B75FAD06CB7A5C0E1BF7AEF003D580A129E418220E305DE4C494B46247"
"skills\useful-skills\install_community_skills.py","SAME","1177E4A0BDB6FDD297CFBB6C159172599B37DC93491DC5F2ADB97CD3A306A6DC","1177E4A0BDB6FDD297CFBB6C159172599B37DC93491DC5F2ADB97CD3A306A6DC"
"skills\useful-skills\test_skills_api.py","SAME","FB646797C590241B6E811ACEF1A4587F73411758A0F98AF677860F67F4F2C270","FB646797C590241B6E811ACEF1A4587F73411758A0F98AF677860F67F4F2C270"
"skills\useful-skills\skills\skills.mjs","SAME","E3D79D32EA7C998CBAD41F30036576026B5FB0342AFDD384C69EC8EF5E94C333","E3D79D32EA7C998CBAD41F30036576026B5FB0342AFDD384C69EC8EF5E94C333"
"skills\useful-skills\versions.d.mts","SAME","507C46752B3A3D927F06BA9F80F8F937E08D6D31747F3E865C243E1719C981CB","507C46752B3A3D927F06BA9F80F8F937E08D6D31747F3E865C243E1719C981CB"
"contract-kit-v17\README.md","SAME","9968E0D1262D8F48FEF2561FC653DF02BF89BC8BEA7FFED9515260A5CF779A5B","9968E0D1262D8F48FEF2561FC653DF02BF89BC8BEA7FFED9515260A5CF779A5B"
"skills\useful-skills\index.js","SAME","7C352269CA7B7A569972E38807E17D34CCC0F8864F9EF6E1EF0F084E1BA6C012","7C352269CA7B7A569972E38807E17D34CCC0F8864F9EF6E1EF0F084E1BA6C012"
"skills\useful-skills\skills.d.mts","SAME","C18CAC223104F44445AFAA647A7FB4FC31421C34C886F086BACE850EEF6B33E7","C18CAC223104F44445AFAA647A7FB4FC31421C34C886F086BACE850EEF6B33E7"
"contract-kit-v17\kilocode-agents.yaml","SAME","FEF70D051A7218E1F76693AA80992591BBD15FEB68EA1AC11D2C81D04C4AF350","FEF70D051A7218E1F76693AA80992591BBD15FEB68EA1AC11D2C81D04C4AF350"
"contract-kit-v17\scripts\audit_production_readiness.py","SAME","F54B259BDD08C5189FE34A495716855C61AEDE86A11E092038BCED62BFF0C315","F54B259BDD08C5189FE34A495716855C61AEDE86A11E092038BCED62BFF0C315"
"skills\useful-skills\skills\skills.d.ts","SAME","7C8DFEBD90E8BD73966A717BFCF20F3A20759EEA4247C2C40692C5E8F2F1C5B6","7C8DFEBD90E8BD73966A717BFCF20F3A20759EEA4247C2C40692C5E8F2F1C5B6"
"contract-kit-v17\docs\kilocode-settings-images\Screenshot_1825.png","SAME","8309EFE7566821A4D0F63271850940DF9E89E8D71987214B530C154FBF1DB1C5","8309EFE7566821A4D0F63271850940DF9E89E8D71987214B530C154FBF1DB1C5"
"contract-kit-v17\src\webui\hub\routers\openwebui.py","SAME","A71B72CB49F715C5DD0C6988D9120E68A204B0E6B0C7A7B75B651527A32DE59E","A71B72CB49F715C5DD0C6988D9120E68A204B0E6B0C7A7B75B651527A32DE59E"
"skills\useful-skills\agent_skills\file_reader\file_readers.py","SAME","A75AC6338E18FBEA193D91E95AF66A045F18A0E60B8927D514A742EB100C385A","A75AC6338E18FBEA193D91E95AF66A045F18A0E60B8927D514A742EB100C385A"
"skills\useful-skills\skills\__tests__\skillInvocation.spec.ts","SAME","070F131EC634F01BBE2FF16DB5F41DE091E3986D46E088ADBA28E061F552C411","070F131EC634F01BBE2FF16DB5F41DE091E3986D46E088ADBA28E061F552C411"
"skills\useful-skills\file_ops.py","SAME","F3940A1064AE720355F5AEF0C14F8125CD52F612D0DC9D66256EC830FC45579A","F3940A1064AE720355F5AEF0C14F8125CD52F612D0DC9D66256EC830FC45579A"
"skills\useful-skills\skills\add_repo_inst.md","SAME","2D04AD14D777DE495A4EB253F228D50D3AF8B3F66DF499C2F50B529AAEC793FA","2D04AD14D777DE495A4EB253F228D50D3AF8B3F66DF499C2F50B529AAEC793FA"
"skills\useful-skills\fix_test.md","SAME","F1C40D0D86562D75B6A7A806ABFA61F1FBCF1CDE60B2E90FA2A2F1E88AA8865B","F1C40D0D86562D75B6A7A806ABFA61F1FBCF1CDE60B2E90FA2A2F1E88AA8865B"
"skills\useful-skills\skill\skill.ts","SAME","47FC194577318EED9597E97389824D1701D38CC833A7189448267BB380450FB9","47FC194577318EED9597E97389824D1701D38CC833A7189448267BB380450FB9"
"contract-kit-v17\src\proof\__init__.py","SAME","BE0DF646990429D14D17FF1851B7FC0963A431651A1E4479B242A9321C9B91D8","BE0DF646990429D14D17FF1851B7FC0963A431651A1E4479B242A9321C9B91D8"
"contract-kit-v17\src\webui\hub_start.py","SAME","5D4E85581F622E2269EC27E85A9C3737127E6B1E9390C03FF994C5404E0A22E3","5D4E85581F622E2269EC27E85A9C3737127E6B1E9390C03FF994C5404E0A22E3"
"contract-kit-v17\docs\cross_reference_verification.md","SAME","F20C1C96C2B30318443C6413D9AB470CE6AA50E463656E37169B0FA44CE6C18C","F20C1C96C2B30318443C6413D9AB470CE6AA50E463656E37169B0FA44CE6C18C"
